interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
16-031-19,"Mr. Dichter, will you swear on a religious document or do you wish to affirm?",16-031-21,31,21,19,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,THE REGISTRAR,the registrar
16-031-21,Religious document.,16-031-23,31,23,21,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,MR. BENJAMIN DICHTER,benjamin dichter
16-031-22,"We have the Bible, the Koran, or the Torah available.",16-031-24,31,24,22,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,THE REGISTRAR,the registrar
16-031-24,"You have Torah? Yeah, please.",16-031-26,31,26,24,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,MR. BENJAMIN DICHTER,benjamin dichter
16-031-26,Sorry?,16-031-28,31,28,26,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,THE REGISTRAR,the registrar
16-031-27,Torah.,16-031-29,31,29,27,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,MR. BENJAMIN DICHTER,benjamin dichter
16-031-28,"Oh, Torah.",16-031-30,31,30,28,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,THE REGISTRAR,the registrar
16-032-01,Thank you.,16-032-02,32,2,1,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,MR. BENJAMIN DICHTER,benjamin dichter
16-032-02,"For the record, please state your full name and spell it out.",16-032-03,32,3,2,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,THE REGISTRAR,the registrar
16-032-04,"Benjamin Dichter, b-e-n-j- a-m-i-n, Dichter, d-i-c-h-t-e-r.",16-032-05,32,5,4,speaker_start,PRESENTATION BY MR. DANIEL SHEPPARD,MR. BENJAMIN DICHTER,benjamin dichter
16-032-06,"--- MR. BENJAMIN DICHTER, Sworn:",16-032-07,32,7,6,section_header,"MR. BENJAMIN DICHTER, Sworn",NA,NA
16-032-07,"Good morning, Mr. Dichter.",16-032-08,32,8,7,speaker_start,"MR. BENJAMIN DICHTER, Sworn",MR. JOHN MATHER,john mather
16-032-08,Good morning.,16-032-09,32,9,8,speaker_start,"MR. BENJAMIN DICHTER, Sworn",MR. BENJAMIN DICHTER,benjamin dichter
16-032-09,"While the registrar takes the Torah, your counsel here, Jim Karahalios, I believe, wants to make a brief statement before we begin.",16-032-10,32,10,9,speaker_start,"MR. BENJAMIN DICHTER, Sworn",MR. JOHN MATHER,john mather
16-032-12,Okay.,16-032-13,32,13,12,speaker_start,"MR. BENJAMIN DICHTER, Sworn",MR. BENJAMIN DICHTER,benjamin dichter
16-032-13,--- STATEMENT BY MR. JIM KARAHALIOS:,16-032-14,32,14,13,section_header,STATEMENT BY MR. JIM KARAHALIOS,NA,NA
